#     Step          Temp           Pot           Kin           Tot         Press
       364       3.43024       1.05787        3.0491       4.10697     -0.833051
       365       3.50993      0.986562       3.11994        4.1065    -0.0655131
       366       3.60882      0.898126       3.20784       4.10597      0.806707
       367       3.71738      0.801134       3.30433       4.10547       1.73311
       368       3.82631      0.703895       3.40116       4.10506        2.6633
       369       3.92762      0.613543       3.49122       4.10476       3.55545
       370       4.01532      0.535435       3.56917       4.10461       4.37562
       371       4.08564      0.472905       3.63168       4.10458       5.09902
       372       4.13697      0.427355        3.6773       4.10466       5.71018
       373       4.16953      0.398561       3.70625       4.10481       6.20212
       374       4.18489      0.385105        3.7199       4.10501       6.57502
       375       4.18548        0.3848       3.72043       4.10523       6.83868
       376       4.17416      0.395073       3.71037       4.10544       7.00126
       377       4.15383      0.413338        3.6923       4.10564       7.07138
       378       4.12685      0.437396       3.66831        4.1057       7.08263
       379       4.09496      0.465865       3.63996       4.10583       7.04143
       380       4.05973      0.497268       3.60865       4.10592       6.95249
       381       4.02212      0.530712       3.57522       4.10593       6.85183
       382        3.9825      0.565952          3.54       4.10595       6.74181
       383       3.94109      0.602756       3.50319       4.10595       6.62278
       384       3.89781      0.641208       3.46472       4.10593       6.50432
       385       3.85227      0.681645       3.42424       4.10589       6.39488
       386        3.8039      0.724594       3.38124       4.10584       6.30184
       387        3.7519      0.770747       3.33503       4.10577        6.2402
       388       3.69544      0.820873       3.28484       4.10571       6.20808
       389       3.63374      0.875663       3.22999       4.10565       6.20881
       390       3.56617      0.935676       3.16993       4.10561       6.24512
       391        3.4924       1.00123       3.10436       4.10559       6.31813
       392        3.4125       1.07226       3.03334       4.10559       6.42702
       393       3.32711        1.1482       2.95743       4.10564       6.57057
       394       3.23754       1.22791       2.87782       4.10573        6.7461
       395       3.14589       1.30952       2.79634       4.10587       6.94114
       396       3.05503       1.39046       2.71558       4.10605        7.1445
       397       2.96856       1.46753       2.63872       4.10626        7.3427
       398       2.89051       1.53713       2.56934       4.10648        7.5208
       399       2.82504       1.59554       2.51115       4.10669       7.66369
       400       2.77595       1.63932       2.46751       4.10683       7.76311
       401       2.74628        1.6658       2.44114       4.10695        7.8176
       402       2.73807       1.67314       2.43384       4.10698       7.81011
       403       2.75212       1.66061       2.44633       4.10694       7.73459
       404        2.7879       1.62871       2.47813       4.10684        7.5948
       405       2.84371       1.57893       2.52774       4.10668       7.40444
       406       2.91682       1.51375       2.59272       4.10647       7.16649
       407       3.00367       1.43632       2.66992       4.10624       6.89516
       408       3.10024       1.35023       2.75577         4.106       6.60651
       409       3.20232       1.25926       2.84651       4.10576       6.31739
       410       3.30574       1.16711       2.93844       4.10555       6.04445
       411       3.40662       1.07724       3.02811       4.10535       5.80326
       412       3.50152      0.992725       3.11246       4.10519       5.60756
       413       3.58757      0.916106       3.18895       4.10506        5.4687
       414       3.66254       0.84937       3.25559       4.10496       5.39521
       415       3.72489      0.793897       3.31101       4.10491       5.39247
       416       3.77385      0.750393       3.35453       4.10493       5.47266
       417       3.80947      0.718748        3.3862       4.10495       5.63058
       418       3.83236      0.698458       3.40654         4.105       5.85364
       419       3.84367       0.68849       3.41659       4.10508       6.13318
       420       3.84509      0.687337       3.41786       4.10519       6.45747
       421        3.8387      0.693135       3.41218       4.10531       6.81226
       422       3.82678      0.703852       3.40158       4.10543       7.18183
       423        3.8114      0.717547       3.38791       4.10546       7.56023
       424       3.79406      0.733037        3.3725       4.10554       7.94164
       425       3.77611      0.749089       3.35654       4.10563       8.30441
       426       3.75882      0.764513       3.34117       4.10569       8.63545
       427       3.74319      0.778467       3.32728       4.10575       8.91885
       428       3.72977      0.790344       3.31535        4.1057       9.16954
       429       3.71904      0.799971       3.30581       4.10578       9.37817
       430       3.71207      0.806276       3.29962       4.10589       9.53102
       431       3.71042      0.807872       3.29815       4.10602       9.62731
       432       3.71605      0.802945       3.30316        4.1061        9.6881
       433       3.73052      0.790122       3.31602       4.10614       9.68841
       434       3.75415      0.769083       3.33703       4.10611       9.62768
       435       3.78618      0.740507       3.36549         4.106       9.50909
       436       3.82457      0.706198       3.39962       4.10582       9.33938
       437       3.86615      0.669003       3.43658       4.10558       9.12773
       438       3.90689      0.632526       3.47279       4.10532       8.88533
       439       3.94241      0.600705       3.50436       4.10507       8.62463
       440       3.96849       0.57731       3.52755       4.10486        8.3583
       441       3.98164      0.565479       3.53923       4.10471       8.09815
       442        3.9795       0.56732       3.53733       4.10465       7.85404
       443       3.96114      0.583667       3.52102       4.10468       7.63291
       444        3.9272      0.613956       3.49085        4.1048       7.43874
       445       3.87975       0.65634       3.44866         4.105       7.28125
       446       3.82231      0.707723       3.39761       4.10534       7.15777
       447       3.75954      0.763742       3.34181       4.10555       7.06765
       448       3.69614      0.820382       3.28545       4.10584       6.99573
       449       3.63706      0.873196       3.23294       4.10613       6.93793
       450       3.58695      0.917922        3.1884       4.10632        6.8627
       451       3.54906      0.951709       3.15472       4.10643       6.75796
       452       3.52528      0.972883       3.13358       4.10646       6.61969
       453       3.51601      0.981067       3.12534       4.10641        6.4479
       454        3.5203      0.977133       3.12916       4.10629       6.24651
       455       3.53607       0.96296       3.14317       4.10613       6.02266
       456       3.56046      0.941103       3.16485       4.10596       5.78563
       457        3.5903       0.91441       3.19137       4.10578       5.54553
       458       3.62244      0.885688       3.21995       4.10564       5.31215
       459       3.65409      0.857438       3.24808       4.10552       5.09408
       460       3.68296      0.831696       3.27374       4.10544       4.89811
       461       3.70732      0.809964       3.29539       4.10536       4.73403
       462       3.72586      0.793468       3.31188       4.10534       4.61579
       463        3.7379      0.782784       3.32257       4.10536       4.53035
       464       3.74341       0.77792       3.32748        4.1054       4.47701
       465       3.74284      0.778491       3.32697       4.10546       4.45372
       466       3.73696      0.783788       3.32174       4.10553       4.45727
       467       3.72687      0.792846       3.31277       4.10562       4.48357
       468       3.71385      0.804511        3.3012       4.10571       4.52797
       469       3.69933      0.817513       3.28829        4.1058        4.5855
       470       3.68477      0.830542       3.27535       4.10589       4.65121
       471        3.6716       0.84233       3.26364       4.10597       4.72045
       472       3.66111      0.851724       3.25432       4.10604       4.78922
       473       3.65451      0.857726       3.24846       4.10618       4.86288
       474       3.65307      0.859037       3.24717       4.10621       4.94797
       475       3.65751      0.855088       3.25112       4.10621       5.02276
       476       3.66824       0.84562       3.26066       4.10628       5.10613
       477       3.68541      0.830319       3.27592       4.10624        5.1866
       478        3.7086      0.809668       3.29653        4.1062       5.25813
       479       3.73703      0.784338       3.32181       4.10615       5.32434
       480       3.76909      0.755636        3.3503       4.10594       5.42327
       481       3.80253      0.725798       3.38002       4.10582       5.54286
       482       3.83535      0.696482        3.4092       4.10568        5.6833
       483       3.86542      0.669586       3.43593       4.10552       5.85195
       484       3.89023      0.647337       3.45798       4.10532       6.05672
       485       3.90679      0.632371        3.4727       4.10507        6.3063
       486        3.9112      0.628022       3.47662       4.10464       6.63087
       487       3.89857      0.638882        3.4654       4.10428       7.03929
       488       3.86363      0.669519       3.43434       4.10386       7.53255
       489       3.80084      0.724858       3.37853       4.10338        8.1271
       490       3.70434      0.810199       3.29274       4.10294       8.85373
       491       3.56908      0.930081       3.17252        4.1026       9.70348
       492       3.39248       1.08692       3.01554       4.10246       10.6777
       493       3.17611       1.27948       2.82321       4.10269       11.7636
       494       2.92792        1.5008        2.6026        4.1034       12.9276
       495       2.66403        1.7366       2.36803       4.10462       14.1093
       496        2.4086       1.96521       2.14098       4.10619       15.2224
